34,Aided Derb Forgaill,bol book 2,false
34,Aigidecht Aithirne,bol book 2,false
34,Athirne Áilgessach ⁊ Mider Brí Léith,bol book 2,false
34,Beochobra Con Culaind isind ló fúair bás,bol book 2,false
34,Brislech Mór Maige Muirthemni,bol book 2,false
34,Dialogue between Brendan and Moínenn,bol book 6,false
34,Dindgnai Temrach in so sís,bol book 1,false
34,Echtra Laegaire meic Crimthainn,bol book 5,false
34,Incipit Scel Mucci Meic Da Thó,bol book 2,false
34,Incipit Talland Etair,bol book 2,true
34,Ossin cecinit,bol book 3,false
34,Scéla Chonchobuir,bol book 2,false
34,esnada tige buchet,bol book 5,false
35,Cóica epscop dodeochatar dochum MOedoc Ferna do Bretnaib Cille Muine,bol book 5,true
36,A Chormaic coisc do maicni,bol book 3,false
36,Fithal ⁊ Cormac cecinerunt,bol book 3,true
37,Cormac mac Culennain,bol book 1,true
38,Ailbe Úar in lathe do Lum Luine,bol book 3,false
38,Audacht Morainn,bol book 5,true
39,Cummíne Fota mac Fiachnai di Eoganacht Chassil,bol book 5,false
39,Días macclerech,bol book 5,true
39,Fechtas dósom oc ernaigthi ina eclais,bol book 5,false
40,Dub Dá Thúath Diambad messe bad rí reil,bol book 3,false
40,Dublitir hua Uathgaile cecinit,bol book 3,true
40,Fothad na Canone cecinit,bol book 3,false
40,Fothad na Canone cecinit cu Aed Ordnithe,bol book 3,false
40,Gilla Mo Dutu cecinit,bol book 3,false
40,Gilla in Chomded hua Cormaic cecinit,bol book 3,false
40,Gillae Coemain cecinit Analad anall uile,bol book 3,false
40,Mac Cosse fer legind Ruis Ailithir cecinit,bol book 3,false
40,Senchán Torpéist A Pair ri sil nEogain Móir,bol book 3,false
41,Augaine Már mac ríg Hérend,bol book 1,false
41,Connachta cid dia tá in t-ainm,bol book 1,true
41,Dallan mac Móre ollam Cerbaill ,bol book 1,false
42,Drochcomaithech ro baí i n-ocus dosom,bol book 5,true
43,Inn eól dúib in senchas sen,bol book 3,true
44,Cinti crábuid gnathaigthe scoile Sinchil,bol book 6,true
45,Bemmend Branduib for Brega,bol book 1,false
45,CInd cethri ndíni iar Frigrind,bol book 4,false
45,Cináed húa Artacáin: Fíanna Bátar i nEmain,bol book 1,false
45,Echta Lagen for Leth Cuind,bol book 1,false
45,Gilla Cóemáin Hériu ard inis na rríg,bol book 3,true
45,Marb Cairpre Músc co n-áne,bol book 1,false
45,Mide magen clainne Cuind,bol book 4,false
45,Mugdorn ingen Moga Duib Conan gilla Find,bol book 4,false
45,RIg Themra dia tesband tnú,bol book 3,false
45,Síl Aeda Sláne na sleg,bol book 4,false
